Flight_ID,Aircraft_Type,Origin,Destination,Departure_DateTime,Flight_Status,Delay_Minutes,Distance_KM,Max_Capacity,Passenger_Count,Avg_Ticket_Price_USD,Total_Revenue_USD,Fuel_Consumed_Liters,CO2_Emissions_KG,Customer_Rating
AV2024,Bombardier CRJ900,DXB,BOM,06-02-2026 01:43,Delayed,147,1200,90,74,378.26,27991.24,2640,8342.4,3.2
AV2025,Bombardier CRJ900,DXB,SYD,06-02-2026 02:26,Delayed,138,7500,90,73,575.15,41985.95,16500,52140,2.5
AV2026,Airbus A320,DXB,BOM,06-02-2026 02:33,On Time,0,1200,160,157,744.59,116900.63,4080,12892.8,4.8
AV2027,Airbus A350,LHR,JFK,06-02-2026 03:24,On Time,0,3450,320,262,160.8,42129.6,20010,63231.6,2.1
AV2028,Airbus A350,LHR,JFK,06-02-2026 04:12,On Time,0,3450,320,300,870.35,261105,20010,63231.6,4.1
AV2029,Boeing 737,BOM,SIN,06-02-2026 05:02,On Time,0,2400,180,131,459.24,60160.44,8640,27302.4,4.3
AV2030,Airbus A350,DXB,JFK,06-02-2026 05:07,On Time,0,6800,320,248,845.29,209631.92,39440,124630.4,4.8
AV2031,Boeing 737,CDG,JFK,06-02-2026 05:25,Delayed,104,3630,180,141,181.16,25543.56,13068,41294.88,3.4
AV2032,Airbus A320,DXB,CDG,06-02-2026 05:41,Diverted,0,3200,160,113,266.53,30117.89,10880,34380.8,3.4
AV2033,Boeing 737,CDG,JFK,06-02-2026 06:43,On Time,0,3630,180,135,408.02,55082.7,13068,41294.88,4.7
AV2034,Boeing 737,DXB,CDG,06-02-2026 07:15,On Time,0,3200,180,151,426.37,64381.87,11520,36403.2,4.3
AV2035,Boeing 737,LHR,JFK,06-02-2026 07:24,On Time,0,3450,180,149,828.24,123407.76,12420,39247.2,4.2
AV2036,Airbus A320,CDG,JFK,06-02-2026 08:00,On Time,0,3630,160,136,158.96,21618.56,12342,39000.72,4.3
AV2037,Boeing 737,DXB,SIN,06-02-2026 08:10,On Time,0,3600,180,133,662.89,88164.37,12960,40953.6,3.2
AV2038,Boeing 787,DXB,JFK,06-02-2026 08:15,On Time,0,6800,290,210,255.05,53560.5,35360,111737.6,1.6
AV2039,Boeing 737,CDG,JFK,06-02-2026 09:34,Cancelled,0,3630,180,0,808.57,0,0,0,
AV2040,Boeing 737,DXB,JFK,06-02-2026 10:02,On Time,0,6800,180,152,772.86,117474.72,24480,77356.8,2.2
AV2041,Airbus A320,DXB,BOM,06-02-2026 10:34,On Time,0,1200,160,104,549.94,57193.76,4080,12892.8,3.8
AV2042,Boeing 787,DXB,JFK,06-02-2026 10:54,On Time,0,6800,290,203,320.15,64990.45,35360,111737.6,2.9
AV2043,Boeing 737,DXB,BOM,06-02-2026 10:59,On Time,0,1200,180,111,657.6,72993.6,4320,13651.2,3.6
AV2044,Airbus A320,DXB,SYD,06-02-2026 15:08,On Time,0,7500,160,100,275.01,27501,25500,80580,3.4
AV2045,Airbus A350,DXB,BOM,06-02-2026 15:16,On Time,0,1200,320,223,302.02,67350.46,6960,21993.6,3
AV2046,Airbus A320,BOM,SIN,06-02-2026 16:32,Delayed,30,2400,160,97,651.35,63180.95,8160,25785.6,2.3
AV2047,Boeing 737,DXB,SYD,06-02-2026 20:06,On Time,0,7500,180,125,942.98,117872.5,27000,85320,4
AV2048,Boeing 737,LHR,JFK,06-02-2026 20:36,On Time,0,3450,180,155,862.85,133741.75,12420,39247.2,4.7
AV2049,Airbus A350,DXB,LHR,06-02-2026 21:06,On Time,0,3400,320,199,624.49,124273.51,19720,62315.2,4.2
AV2050,Boeing 737,DXB,BOM,06-02-2026 21:49,On Time,0,1200,180,139,580.83,80735.37,4320,13651.2,1.9
AV2051,Airbus A350,DXB,BOM,06-02-2026 22:45,On Time,0,1200,320,308,948.71,292202.68,6960,21993.6,3.4
AV2052,Airbus A320,DXB,JFK,06-02-2026 23:37,Delayed,45,6800,160,146,587.92,85836.32,23120,73059.2,4.4
AV2053,Bombardier CRJ900,LHR,JFK,06-02-2026 23:56,On Time,0,3450,90,64,486.09,31109.76,7590,23984.4,3.6
AV2054,Boeing 787,CDG,JFK,07-02-2026 00:46,On Time,0,3630,290,281,877.64,246616.84,18876,59648.16,3
AV2055,Bombardier CRJ900,DXB,SIN,07-02-2026 04:00,On Time,0,3600,90,65,337.35,21927.75,7920,25027.2,2.5
AV2056,Airbus A320,DXB,CDG,07-02-2026 04:13,On Time,0,3200,160,100,228.02,22802,10880,34380.8,2.7
AV2057,Boeing 787,DXB,BOM,07-02-2026 05:39,Delayed,42,1200,290,289,657.27,189951.03,6240,19718.4,2.3
AV2058,Airbus A320,CDG,JFK,07-02-2026 05:39,On Time,0,3630,160,151,226.68,34228.68,12342,39000.72,2.2
AV2059,Airbus A320,DXB,SIN,07-02-2026 05:49,On Time,0,3600,160,125,448.52,56065,12240,38678.4,3.6
AV2060,Airbus A320,DXB,CDG,07-02-2026 07:44,On Time,0,3200,160,138,488.86,67462.68,10880,34380.8,3.3
AV2061,Airbus A350,DXB,LHR,07-02-2026 08:30,Cancelled,0,3400,320,0,588.03,0,0,0,
AV2062,Bombardier CRJ900,DXB,JFK,07-02-2026 11:28,On Time,0,6800,90,78,943.33,73579.74,14960,47273.6,4.1
AV2063,Boeing 787,CDG,JFK,07-02-2026 15:23,On Time,0,3630,290,196,326.79,64050.84,18876,59648.16,2.6
AV2064,Airbus A320,DXB,JFK,07-02-2026 16:00,On Time,0,6800,160,108,450.61,48665.88,23120,73059.2,3.1
AV2065,Airbus A320,DXB,CDG,07-02-2026 17:06,Delayed,149,3200,160,126,255.79,32229.54,10880,34380.8,3.9
AV2066,Boeing 787,BOM,SIN,07-02-2026 18:20,On Time,0,2400,290,279,636.09,177469.11,12480,39436.8,4.9
AV2067,Boeing 737,DXB,BOM,07-02-2026 18:31,On Time,0,1200,180,108,732.14,79071.12,4320,13651.2,2.7
AV2068,Boeing 737,DXB,SYD,07-02-2026 18:58,Cancelled,0,7500,180,0,535.66,0,0,0,
AV2069,Airbus A320,DXB,SIN,07-02-2026 19:39,On Time,0,3600,160,146,346.67,50613.82,12240,38678.4,2.5
AV2070,Boeing 737,LHR,JFK,07-02-2026 19:51,On Time,0,3450,180,112,646.71,72431.52,12420,39247.2,3.1
AV2071,Boeing 737,DXB,BOM,07-02-2026 20:06,On Time,0,1200,180,142,581.33,82548.86,4320,13651.2,4
AV2072,Boeing 737,DXB,SYD,07-02-2026 20:32,On Time,0,7500,180,153,286.95,43903.35,27000,85320,4.9
AV2073,Boeing 737,CDG,JFK,07-02-2026 21:43,On Time,0,3630,180,157,474.55,74504.35,13068,41294.88,3.4
AV2074,Boeing 737,DXB,LHR,07-02-2026 22:04,Delayed,151,3400,180,112,498.16,55793.92,12240,38678.4,4.3
AV2075,Bombardier CRJ900,DXB,BOM,08-02-2026 01:15,On Time,0,1200,90,69,936.09,64590.21,2640,8342.4,3.1
AV2076,Airbus A320,DXB,JFK,08-02-2026 01:20,On Time,0,6800,160,133,829.43,110314.19,23120,73059.2,1.6
AV2077,Airbus A320,BOM,SIN,08-02-2026 01:28,Delayed,53,2400,160,100,737.5,73750,8160,25785.6,4.6
AV2078,Airbus A320,LHR,JFK,08-02-2026 02:01,Diverted,0,3450,160,104,861.02,89546.08,11730,37066.8,2.5
AV2079,Boeing 737,DXB,JFK,08-02-2026 03:18,On Time,0,6800,180,155,738.39,114450.45,24480,77356.8,2
AV2080,Bombardier CRJ900,DXB,SYD,08-02-2026 05:17,On Time,0,7500,90,72,872.72,62835.84,16500,52140,5
AV2081,Boeing 787,DXB,BOM,08-02-2026 05:26,On Time,0,1200,290,192,193.64,37178.88,6240,19718.4,2.7
AV2082,Boeing 737,BOM,SIN,08-02-2026 06:34,On Time,0,2400,180,146,514.85,75168.1,8640,27302.4,2
AV2083,Airbus A320,DXB,BOM,08-02-2026 09:53,On Time,0,1200,160,154,747.52,115118.08,4080,12892.8,2.6
AV2084,Airbus A350,CDG,JFK,08-02-2026 10:41,On Time,0,3630,320,193,616.64,119011.52,21054,66530.64,3.3
AV2085,Bombardier CRJ900,DXB,LHR,08-02-2026 11:33,On Time,0,3400,90,77,290.13,22340.01,7480,23636.8,1.8
AV2086,Airbus A320,DXB,CDG,08-02-2026 12:51,On Time,0,3200,160,100,422.39,42239,10880,34380.8,2.7
AV2087,Airbus A320,DXB,BOM,08-02-2026 13:35,On Time,0,1200,160,96,404.22,38805.12,4080,12892.8,3.8
AV2088,Boeing 737,DXB,SYD,08-02-2026 14:37,On Time,0,7500,180,118,359.08,42371.44,27000,85320,4.7
AV2089,Bombardier CRJ900,DXB,JFK,08-02-2026 17:06,On Time,0,6800,90,69,424.51,29291.19,14960,47273.6,2.9
AV2090,Boeing 737,CDG,JFK,08-02-2026 19:44,On Time,0,3630,180,165,561.88,92710.2,13068,41294.88,3.5
AV2091,Bombardier CRJ900,DXB,SYD,08-02-2026 19:56,On Time,0,7500,90,64,833.9,53369.6,16500,52140,3.7
AV2092,Airbus A320,LHR,JFK,08-02-2026 21:26,On Time,0,3450,160,136,743.63,101133.68,11730,37066.8,1.7
AV2093,Airbus A320,DXB,CDG,08-02-2026 23:32,On Time,0,3200,160,122,818.2,99820.4,10880,34380.8,2.7
AV2094,Airbus A320,CDG,JFK,08-02-2026 23:52,Delayed,41,3630,160,110,856.88,94256.8,12342,39000.72,3.9
AV2095,Boeing 737,DXB,LHR,09-02-2026 00:36,On Time,0,3400,180,145,482.92,70023.4,12240,38678.4,4.1
AV2096,Boeing 737,DXB,CDG,09-02-2026 01:12,On Time,0,3200,180,165,426.82,70425.3,11520,36403.2,2.7
AV2097,Boeing 737,DXB,SYD,09-02-2026 02:25,On Time,0,7500,180,167,196.1,32748.7,27000,85320,1.5
AV2098,Boeing 737,LHR,JFK,09-02-2026 02:41,On Time,0,3450,180,168,894.39,150257.52,12420,39247.2,1.5
AV2099,Boeing 787,DXB,SIN,09-02-2026 02:52,On Time,0,3600,290,213,202.66,43166.58,18720,59155.2,3.4
AV2100,Airbus A320,DXB,LHR,09-02-2026 06:19,On Time,0,3400,160,146,742.91,108464.86,11560,36529.6,3.4
AV2101,Boeing 737,BOM,SIN,09-02-2026 07:34,On Time,0,2400,180,123,452.49,55656.27,8640,27302.4,3.4
AV2102,Bombardier CRJ900,DXB,SIN,09-02-2026 07:45,On Time,0,3600,90,80,909.02,72721.6,7920,25027.2,4
AV2103,Airbus A350,DXB,BOM,09-02-2026 07:50,Diverted,0,1200,320,313,485.68,152017.84,6960,21993.6,4.7
AV2104,Bombardier CRJ900,LHR,JFK,09-02-2026 08:40,On Time,0,3450,90,54,803.29,43377.66,7590,23984.4,5
AV2105,Bombardier CRJ900,DXB,JFK,09-02-2026 08:50,On Time,0,6800,90,69,376.12,25952.28,14960,47273.6,4
AV2106,Boeing 737,BOM,SIN,09-02-2026 10:30,On Time,0,2400,180,154,389.27,59947.58,8640,27302.4,3.3
AV2107,Airbus A320,DXB,SYD,09-02-2026 10:35,Diverted,0,7500,160,140,626.42,87698.8,25500,80580,2
AV2108,Boeing 787,LHR,JFK,09-02-2026 11:58,Diverted,0,3450,290,194,948.39,183987.66,17940,56690.4,2.8
AV2109,Airbus A320,DXB,CDG,09-02-2026 11:59,On Time,0,3200,160,158,564.06,89121.48,10880,34380.8,3.5
AV2110,Boeing 737,CDG,JFK,09-02-2026 12:41,On Time,0,3630,180,152,899.05,136655.6,13068,41294.88,5
AV2111,Boeing 787,DXB,CDG,09-02-2026 13:15,On Time,0,3200,290,193,779,150347,16640,52582.4,1.9
AV2112,Boeing 737,DXB,CDG,09-02-2026 13:19,On Time,0,3200,180,109,786.69,85749.21,11520,36403.2,4.3
AV2113,Boeing 737,DXB,BOM,09-02-2026 13:25,On Time,0,1200,180,164,498.77,81798.28,4320,13651.2,5
AV2114,Airbus A320,DXB,LHR,09-02-2026 14:42,On Time,0,3400,160,101,459.23,46382.23,11560,36529.6,4.3
AV2115,Airbus A320,DXB,JFK,09-02-2026 18:28,Delayed,90,6800,160,105,303.54,31871.7,23120,73059.2,4.2
AV2116,Airbus A320,BOM,SIN,09-02-2026 18:47,On Time,0,2400,160,132,921.15,121591.8,8160,25785.6,2.4
AV2117,Boeing 737,DXB,LHR,09-02-2026 19:00,Delayed,131,3400,180,151,917.51,138544.01,12240,38678.4,1.5
AV2118,Airbus A350,LHR,JFK,09-02-2026 19:24,On Time,0,3450,320,279,747.65,208594.35,20010,63231.6,2.3
AV2119,Boeing 737,DXB,CDG,09-02-2026 19:26,On Time,0,3200,180,136,387,52632,11520,36403.2,4.3
AV2120,Boeing 737,DXB,BOM,09-02-2026 19:53,On Time,0,1200,180,163,346.14,56420.82,4320,13651.2,1.9
AV2121,Airbus A350,LHR,JFK,09-02-2026 21:09,On Time,0,3450,320,316,940.89,297321.24,20010,63231.6,2.5
AV2122,Bombardier CRJ900,CDG,JFK,09-02-2026 21:47,On Time,0,3630,90,63,203.23,12803.49,7986,25235.76,3.5
AV2123,Airbus A350,DXB,JFK,10-02-2026 02:28,On Time,0,6800,320,281,824.85,231782.85,39440,124630.4,3.5
AV2124,Boeing 787,BOM,SIN,10-02-2026 02:35,Delayed,103,2400,290,281,434.37,122057.97,12480,39436.8,3.4
AV2125,Airbus A320,CDG,JFK,10-02-2026 03:08,On Time,0,3630,160,139,485.1,67428.9,12342,39000.72,4.9
AV2126,Airbus A320,DXB,BOM,10-02-2026 03:25,On Time,0,1200,160,139,815.58,113365.62,4080,12892.8,1.5
AV2127,Boeing 737,DXB,JFK,10-02-2026 05:41,On Time,0,6800,180,124,222.48,27587.52,24480,77356.8,3.2
AV2128,Airbus A320,LHR,JFK,10-02-2026 05:55,Delayed,121,3450,160,130,433.34,56334.2,11730,37066.8,3.3
AV2129,Airbus A320,DXB,CDG,10-02-2026 06:35,On Time,0,3200,160,132,911.62,120333.84,10880,34380.8,2.5
AV2130,Boeing 737,DXB,CDG,10-02-2026 06:41,On Time,0,3200,180,158,709.25,112061.5,11520,36403.2,3.3
AV2131,Boeing 787,DXB,CDG,10-02-2026 07:26,On Time,0,3200,290,289,753.95,217891.55,16640,52582.4,3.9
AV2132,Airbus A320,DXB,SIN,10-02-2026 08:42,On Time,0,3600,160,98,756,74088,12240,38678.4,3.9
AV2133,Boeing 737,DXB,CDG,10-02-2026 09:28,Delayed,136,3200,180,112,198.46,22227.52,11520,36403.2,1.8
AV2134,Boeing 737,DXB,SIN,10-02-2026 09:45,On Time,0,3600,180,113,312.57,35320.41,12960,40953.6,4.3
AV2135,Airbus A320,DXB,SYD,10-02-2026 09:48,On Time,0,7500,160,143,543.01,77650.43,25500,80580,4.8
AV2136,Boeing 737,DXB,SIN,10-02-2026 10:04,On Time,0,3600,180,117,444.52,52008.84,12960,40953.6,1.9
AV2137,Airbus A350,DXB,JFK,10-02-2026 10:35,On Time,0,6800,320,271,478.73,129735.83,39440,124630.4,3
AV2138,Airbus A320,CDG,JFK,10-02-2026 10:49,On Time,0,3630,160,116,775.16,89918.56,12342,39000.72,3.3
AV2139,Airbus A320,DXB,JFK,10-02-2026 11:22,On Time,0,6800,160,125,161.74,20217.5,23120,73059.2,2
AV2140,Airbus A320,CDG,JFK,10-02-2026 12:06,On Time,0,3630,160,109,678.39,73944.51,12342,39000.72,3.3
AV2141,Airbus A350,DXB,SYD,10-02-2026 12:14,On Time,0,7500,320,302,150.09,45327.18,43500,137460,2.2
AV2142,Boeing 737,CDG,JFK,10-02-2026 13:10,On Time,0,3630,180,150,200.45,30067.5,13068,41294.88,4.8
AV2143,Airbus A320,CDG,JFK,10-02-2026 14:25,On Time,0,3630,160,156,476.63,74354.28,12342,39000.72,3.1
AV2144,Airbus A320,DXB,BOM,10-02-2026 14:33,On Time,0,1200,160,132,822.76,108604.32,4080,12892.8,5
AV2145,Boeing 737,DXB,LHR,10-02-2026 15:28,On Time,0,3400,180,116,266,30856,12240,38678.4,1.7
AV2146,Airbus A350,DXB,LHR,10-02-2026 15:52,Delayed,140,3400,320,213,593.7,126458.1,19720,62315.2,1.9
AV2147,Boeing 787,DXB,BOM,10-02-2026 17:30,On Time,0,1200,290,288,692.8,199526.4,6240,19718.4,3.1
AV2148,Airbus A320,DXB,CDG,10-02-2026 18:24,On Time,0,3200,160,142,333.63,47375.46,10880,34380.8,4.6
AV2149,Airbus A350,DXB,BOM,10-02-2026 19:25,On Time,0,1200,320,198,559.86,110852.28,6960,21993.6,3.4
AV2150,Airbus A350,CDG,JFK,10-02-2026 19:30,Cancelled,0,3630,320,0,879.13,0,0,0,
AV2151,Boeing 787,CDG,JFK,10-02-2026 19:51,Delayed,112,3630,290,255,559.78,142743.9,18876,59648.16,4.1
AV2152,Airbus A350,DXB,BOM,10-02-2026 21:40,On Time,0,1200,320,244,275.86,67309.84,6960,21993.6,3
AV2153,Airbus A320,DXB,BOM,10-02-2026 21:46,On Time,0,1200,160,115,652.25,75008.75,4080,12892.8,1.6
AV2154,Airbus A320,DXB,CDG,10-02-2026 21:54,On Time,0,3200,160,105,623.76,65494.8,10880,34380.8,3.8
AV2155,Airbus A320,DXB,JFK,11-02-2026 00:50,On Time,0,6800,160,149,171.56,25562.44,23120,73059.2,3.7
AV2156,Boeing 787,DXB,SYD,11-02-2026 03:43,On Time,0,7500,290,181,222.48,40268.88,39000,123240,1.7
AV2157,Boeing 737,LHR,JFK,11-02-2026 04:34,On Time,0,3450,180,128,275.43,35255.04,12420,39247.2,2.1
AV2158,Airbus A350,CDG,JFK,11-02-2026 04:41,Delayed,47,3630,320,231,259.03,59835.93,21054,66530.64,3.2
AV2159,Airbus A350,DXB,SYD,11-02-2026 04:52,On Time,0,7500,320,212,357.57,75804.84,43500,137460,3.1
AV2160,Boeing 737,DXB,BOM,11-02-2026 05:13,On Time,0,1200,180,144,513.28,73912.32,4320,13651.2,4.1
AV2161,Airbus A350,DXB,CDG,11-02-2026 05:55,On Time,0,3200,320,193,447.37,86342.41,18560,58649.6,2.9
AV2162,Boeing 737,DXB,SIN,11-02-2026 07:26,On Time,0,3600,180,129,862.52,111265.08,12960,40953.6,3.8
AV2163,Boeing 737,DXB,CDG,11-02-2026 08:27,Delayed,105,3200,180,175,639.69,111945.75,11520,36403.2,4
AV2164,Boeing 787,BOM,SIN,11-02-2026 09:32,On Time,0,2400,290,210,850.92,178693.2,12480,39436.8,3.8
AV2165,Boeing 737,BOM,SIN,11-02-2026 10:56,On Time,0,2400,180,133,571.63,76026.79,8640,27302.4,3.6
AV2166,Boeing 787,DXB,SYD,11-02-2026 11:39,On Time,0,7500,290,228,221.9,50593.2,39000,123240,4.3
AV2167,Airbus A350,DXB,LHR,11-02-2026 12:29,On Time,0,3400,320,263,520.63,136925.69,19720,62315.2,3.8
AV2168,Airbus A320,BOM,SIN,11-02-2026 12:30,On Time,0,2400,160,147,807.63,118721.61,8160,25785.6,4.4
AV2169,Boeing 737,BOM,SIN,11-02-2026 12:39,Diverted,0,2400,180,121,305.28,36938.88,8640,27302.4,3.7
AV2170,Boeing 737,DXB,JFK,11-02-2026 13:14,On Time,0,6800,180,170,222.97,37904.9,24480,77356.8,2.1
AV2171,Airbus A320,DXB,SIN,11-02-2026 14:39,On Time,0,3600,160,144,413.55,59551.2,12240,38678.4,2.6
AV2172,Bombardier CRJ900,DXB,JFK,11-02-2026 16:21,Delayed,134,6800,90,80,461.12,36889.6,14960,47273.6,2.7
AV2173,Airbus A320,DXB,SIN,11-02-2026 16:46,On Time,0,3600,160,101,395.01,39896.01,12240,38678.4,1.8
AV2174,Boeing 737,LHR,JFK,11-02-2026 17:07,On Time,0,3450,180,109,258.19,28142.71,12420,39247.2,3.9
AV2175,Airbus A320,CDG,JFK,11-02-2026 18:35,On Time,0,3630,160,134,350.67,46989.78,12342,39000.72,3.6
AV2176,Airbus A320,BOM,SIN,11-02-2026 20:22,On Time,0,2400,160,151,695.83,105070.33,8160,25785.6,3.6
AV2177,Boeing 787,CDG,JFK,11-02-2026 20:23,Diverted,0,3630,290,241,458.74,110556.34,18876,59648.16,3.2
AV2178,Boeing 737,BOM,SIN,11-02-2026 20:42,On Time,0,2400,180,123,656.04,80692.92,8640,27302.4,3.4
AV2179,Boeing 787,DXB,JFK,11-02-2026 20:45,On Time,0,6800,290,184,579.04,106543.36,35360,111737.6,1.5
AV2180,Airbus A320,LHR,JFK,12-02-2026 00:01,On Time,0,3450,160,140,589.24,82493.6,11730,37066.8,1.8
AV2181,Bombardier CRJ900,DXB,JFK,12-02-2026 00:02,On Time,0,6800,90,79,348.84,27558.36,14960,47273.6,3.9
AV2182,Boeing 737,DXB,JFK,12-02-2026 00:51,On Time,0,6800,180,120,567.23,68067.6,24480,77356.8,2.4
AV2183,Airbus A320,DXB,SIN,12-02-2026 02:11,On Time,0,3600,160,97,168.88,16381.36,12240,38678.4,1.9
AV2184,Bombardier CRJ900,DXB,LHR,12-02-2026 02:16,Delayed,16,3400,90,68,495.39,33686.52,7480,23636.8,2.7
AV2185,Boeing 737,DXB,CDG,12-02-2026 03:04,On Time,0,3200,180,149,608.1,90606.9,11520,36403.2,2.4
AV2186,Bombardier CRJ900,DXB,SYD,12-02-2026 04:01,On Time,0,7500,90,79,295.6,23352.4,16500,52140,1.6
AV2187,Airbus A320,CDG,JFK,12-02-2026 05:25,On Time,0,3630,160,147,355.25,52221.75,12342,39000.72,2.9
AV2188,Boeing 737,BOM,SIN,12-02-2026 06:00,On Time,0,2400,180,151,325.62,49168.62,8640,27302.4,1.6
AV2189,Boeing 737,DXB,JFK,12-02-2026 07:45,On Time,0,6800,180,115,206.45,23741.75,24480,77356.8,1.5
AV2190,Boeing 787,DXB,LHR,12-02-2026 08:04,On Time,0,3400,290,253,428.29,108357.37,17680,55868.8,4.3
AV2191,Boeing 737,DXB,JFK,12-02-2026 08:25,On Time,0,6800,180,178,933.17,166104.26,24480,77356.8,2.6
AV2192,Airbus A320,LHR,JFK,12-02-2026 10:06,On Time,0,3450,160,153,433.1,66264.3,11730,37066.8,3.5
AV2193,Boeing 737,DXB,SIN,12-02-2026 12:01,On Time,0,3600,180,170,518.43,88133.1,12960,40953.6,2.5
AV2194,Airbus A320,DXB,CDG,12-02-2026 14:10,On Time,0,3200,160,115,672.47,77334.05,10880,34380.8,4.8
AV2195,Boeing 737,LHR,JFK,12-02-2026 14:11,On Time,0,3450,180,162,668.8,108345.6,12420,39247.2,4.1
AV2196,Airbus A350,DXB,BOM,12-02-2026 14:20,Delayed,156,1200,320,300,909.92,272976,6960,21993.6,2.8
AV2197,Bombardier CRJ900,DXB,JFK,12-02-2026 15:30,On Time,0,6800,90,78,836.05,65211.9,14960,47273.6,2.2
AV2198,Bombardier CRJ900,LHR,JFK,12-02-2026 16:17,Delayed,27,3450,90,63,785.16,49465.08,7590,23984.4,2
AV2199,Boeing 787,DXB,CDG,12-02-2026 16:37,On Time,0,3200,290,284,911.3,258809.2,16640,52582.4,4.2
AV2200,Boeing 737,DXB,LHR,12-02-2026 18:40,Cancelled,0,3400,180,0,334.61,0,0,0,
AV2201,Boeing 787,DXB,LHR,12-02-2026 18:48,On Time,0,3400,290,226,643.64,145462.64,17680,55868.8,3.1
AV2202,Boeing 737,CDG,JFK,12-02-2026 20:20,On Time,0,3630,180,117,859.76,100591.92,13068,41294.88,2.3
AV2203,Boeing 737,DXB,CDG,12-02-2026 21:28,Delayed,38,3200,180,115,649.31,74670.65,11520,36403.2,4.7
AV2204,Boeing 737,DXB,LHR,12-02-2026 21:39,On Time,0,3400,180,154,931.94,143518.76,12240,38678.4,2.9
AV2205,Airbus A320,LHR,JFK,12-02-2026 22:52,On Time,0,3450,160,124,230.28,28554.72,11730,37066.8,3.4
AV2206,Boeing 787,CDG,JFK,12-02-2026 23:55,Delayed,83,3630,290,184,501.46,92268.64,18876,59648.16,4.5
AV2207,Airbus A320,DXB,LHR,13-02-2026 02:19,On Time,0,3400,160,143,931.89,133260.27,11560,36529.6,4.4
AV2208,Airbus A320,DXB,SIN,13-02-2026 02:32,On Time,0,3600,160,147,453.65,66686.55,12240,38678.4,3.7
AV2209,Boeing 737,DXB,BOM,13-02-2026 04:07,On Time,0,1200,180,160,741.65,118664,4320,13651.2,4.6
AV2210,Bombardier CRJ900,DXB,CDG,13-02-2026 04:15,On Time,0,3200,90,61,174.32,10633.52,7040,22246.4,4.8
AV2211,Airbus A320,LHR,JFK,13-02-2026 05:24,On Time,0,3450,160,140,705.87,98821.8,11730,37066.8,4.8
AV2212,Airbus A320,BOM,SIN,13-02-2026 06:45,Delayed,48,2400,160,96,897.7,86179.2,8160,25785.6,2.7
AV2213,Boeing 737,DXB,JFK,13-02-2026 07:15,On Time,0,6800,180,129,456.17,58845.93,24480,77356.8,2.9
AV2214,Boeing 787,LHR,JFK,13-02-2026 07:58,On Time,0,3450,290,220,167.04,36748.8,17940,56690.4,2.3
AV2215,Airbus A320,DXB,LHR,13-02-2026 07:59,On Time,0,3400,160,149,172.33,25677.17,11560,36529.6,4.4
AV2216,Boeing 737,LHR,JFK,13-02-2026 08:08,Delayed,101,3450,180,136,863.62,117452.32,12420,39247.2,1.9
AV2217,Boeing 737,BOM,SIN,13-02-2026 09:01,On Time,0,2400,180,108,728.01,78625.08,8640,27302.4,2.7
AV2218,Airbus A320,DXB,JFK,13-02-2026 09:37,Delayed,33,6800,160,118,235.35,27771.3,23120,73059.2,1.5
AV2219,Airbus A320,CDG,JFK,13-02-2026 09:48,On Time,0,3630,160,127,193.67,24596.09,12342,39000.72,3.6
AV2220,Boeing 737,DXB,LHR,13-02-2026 12:11,On Time,0,3400,180,176,793.86,139719.36,12240,38678.4,3.8
AV2221,Bombardier CRJ900,DXB,SYD,13-02-2026 13:08,On Time,0,7500,90,87,797.89,69416.43,16500,52140,2.4
AV2222,Boeing 737,DXB,LHR,13-02-2026 13:14,On Time,0,3400,180,121,246.42,29816.82,12240,38678.4,4.1
AV2223,Airbus A320,DXB,BOM,13-02-2026 13:26,On Time,0,1200,160,107,391.22,41860.54,4080,12892.8,2.8
AV2224,Bombardier CRJ900,DXB,SYD,13-02-2026 17:29,On Time,0,7500,90,59,774.02,45667.18,16500,52140,2.6
AV2225,Airbus A320,DXB,BOM,13-02-2026 17:39,On Time,0,1200,160,146,570.33,83268.18,4080,12892.8,4.8
AV2226,Airbus A320,BOM,SIN,13-02-2026 17:42,On Time,0,2400,160,96,915.27,87865.92,8160,25785.6,3.6
AV2227,Airbus A320,DXB,CDG,13-02-2026 18:43,On Time,0,3200,160,104,534.85,55624.4,10880,34380.8,2.4
AV2228,Boeing 737,DXB,JFK,13-02-2026 20:45,On Time,0,6800,180,146,691.57,100969.22,24480,77356.8,4.9
AV2229,Bombardier CRJ900,DXB,SIN,13-02-2026 21:29,On Time,0,3600,90,62,557.83,34585.46,7920,25027.2,2.9
AV2230,Airbus A320,CDG,JFK,13-02-2026 22:54,On Time,0,3630,160,101,904.37,91341.37,12342,39000.72,3.8
AV2231,Airbus A350,DXB,SIN,13-02-2026 23:08,On Time,0,3600,320,238,468.93,111605.34,20880,65980.8,4
AV2232,Boeing 737,BOM,SIN,14-02-2026 00:51,Cancelled,0,2400,180,0,333.84,0,0,0,
AV2233,Boeing 737,DXB,CDG,14-02-2026 01:51,On Time,0,3200,180,127,411.31,52236.37,11520,36403.2,3
AV2234,Boeing 737,DXB,LHR,14-02-2026 01:54,On Time,0,3400,180,144,832.22,119839.68,12240,38678.4,3.4
AV2235,Airbus A320,LHR,JFK,14-02-2026 02:48,On Time,0,3450,160,158,548.35,86639.3,11730,37066.8,2.3
AV2236,Airbus A320,DXB,BOM,14-02-2026 03:20,On Time,0,1200,160,103,433.4,44640.2,4080,12892.8,3.1
